n_rows,n_features,n_splits,union_model_errors,Q_partial,current_partial,fidelity_correct,fidelity_wrong,mann_whitney_p_one_sided,median_retained_dimension
150,4,5,7,0.420,0.047,0.933,0.823,4.91e-4,1

